Identifier (RIC),Company Name,"ESG Score
(FY0)
(Σ=Avg)","ESG Period Last Update Date
(FY0)","ESG Score
(FY-1)
(Σ=Avg)","YoY % Chg in
ESG Score
(FY0)
(Σ=Avg)",Ticker Symbol,TRBC Economic Sector Name,"Original Announcement Date Time
(FY0)","Market Cap
(Σ=Avg)","Beta
(Σ=Avg)"
IDN.OQ,Intellicheck Inc,38.89 (C),29/03/2023,39.14 (C),-0.6% (D),IDN,Technology,21/03/2023,"45,495,540.49",1.62
DGII.OQ,Digi International Inc,38.74 (C),29/03/2023,34.95 (C),10.8% (D-),DGII,Technology,10/11/2022,"1,182,399,842.76",1.25
LAW.N,CS Disco Inc,38.74 (C),31/03/2023,,,LAW,Technology,23/02/2023,"355,523,025.78",1.88
BL.OQ,Blackline Inc,38.60 (C),31/03/2023,32.35 (C-),19.3% (D-),BL,Technology,14/02/2023,"3,685,382,822.55",0.89
SONO.OQ,Sonos Inc,38.46 (C),29/03/2023,38.16 (C),0.8% (D-),SONO,Technology,16/11/2022,"2,531,675,894.16",1.85
ZI.OQ,ZoomInfo Technologies Inc,38.43 (C),29/03/2023,21.90 (D+),75.5% (D-),ZI,Technology,06/02/2023,"9,338,645,618.40",1.49
NABL.N,N-Able Inc,38.30 (C),29/03/2023,,,NABL,Technology,23/02/2023,"2,384,654,845.10",0.71
PCTI.OQ,PCTEL Inc,38.22 (C),29/03/2023,43.76 (C+),-12.7% (D),PCTI,Technology,07/03/2023,"80,331,595.83",0.43
PYCR.OQ,Paycor HCM Inc,38.15 (C),29/03/2023,,,PYCR,Technology,23/08/2022,"4,287,445,392.60",1.56
ZS.OQ,Zscaler Inc,38.12 (C),29/03/2023,36.28 (C),5.1% (D-),ZS,Technology,08/09/2022,"15,054,758,655.30",0.86
LQDT.OQ,Liquidity Services Inc,37.90 (C),29/03/2023,31.61 (C-),19.9% (D-),LQDT,Technology,08/12/2022,"410,136,114.81",1.53
ASUR.OQ,Asure Software Inc,37.84 (C),29/03/2023,30.31 (C-),24.8% (D-),ASUR,Technology,27/02/2023,"289,281,497.08",0.7
UDMY.OQ,Udemy Inc,37.80 (C),29/03/2023,,,UDMY,Technology,14/02/2023,"1,255,909,432.32",1.83
U.N,Unity Software Inc,37.79 (C),09/03/2023,25.02 (C-),51.1% (D-),U,Technology,22/02/2023,"11,666,349,340.58",2.45
QLYS.OQ,Qualys Inc,37.72 (C),29/03/2023,30.28 (C-),24.6% (D-),QLYS,Technology,09/02/2023,"4,705,385,032.92",0.64
MANH.OQ,Manhattan Associates Inc,37.68 (C),29/03/2023,44.45 (C+),-15.2% (D),MANH,Technology,02/02/2023,"9,529,594,455.30",1.58
CTS.N,CTS Corp,37.40 (C),29/03/2023,41.90 (C+),-10.7% (D),CTS,Technology,07/02/2023,"1,413,564,393.15",0.77
PFSW.OQ,PFSweb Inc,37.34 (C),31/03/2023,38.26 (C),-2.4% (D),PFSW,Technology,14/03/2023,"98,321,191.54",1.44
VERX.OQ,Vertex Inc,36.89 (C),29/03/2023,32.51 (C-),13.5% (D-),VERX,Technology,08/03/2023,"3,363,472,618.50",1.18
OKTA.OQ,Okta Inc,36.70 (C),29/03/2023,33.92 (C),8.2% (D-),OKTA,Technology,01/03/2023,"12,896,573,527.48",1.16
LZ.OQ,LegalZoom.com Inc,36.69 (C),29/03/2023,,,LZ,Technology,23/02/2023,"1,732,707,561.92",1.42
UEIC.OQ,Universal Electronics Inc,36.59 (C),29/03/2023,30.95 (C-),18.2% (D-),UEIC,Technology,16/02/2023,"127,435,164.14",1.24
CABO.N,Cable One Inc,36.52 (C),29/03/2023,27.95 (C-),30.6% (D-),CABO,Technology,23/02/2023,"3,982,879,228.56",0.83
BSY.OQ,Bentley Systems Inc,36.44 (C),29/03/2023,21.53 (D+),69.3% (D-),BSY,Technology,28/02/2023,"12,128,460,490.08",1.35
ASAN.N,Asana Inc,36.42 (C),29/03/2023,44.13 (C+),-17.5% (D),ASAN,Technology,08/03/2023,"4,163,410,648.76",2.39
KLDI.PK,KLDiscovery Inc,36.18 (C),29/03/2023,31.63 (C-),14.4% (D-),KLDI,Technology,16/03/2023,"45,066,142.80",-0.42
MXL.OQ,Maxlinear Inc,36.08 (C),29/03/2023,35.59 (C),1.4% (D-),MXL,Technology,01/02/2023,"2,652,947,753.88",1.93
PINS.N,Pinterest Inc,36.04 (C),29/03/2023,37.69 (C),-4.4% (D),PINS,Technology,06/02/2023,"19,319,265,434.75",0.99
SHEN.OQ,Shenandoah Telecommunications Co,35.95 (C),29/03/2023,24.26 (D+),48.2% (D-),SHEN,Technology,22/02/2023,"995,387,463.77",0.7
OB.OQ,Outbrain Inc,35.70 (C),29/03/2023,,,OB,Technology,02/03/2023,"225,118,537.60",1.51
EGHT.OQ,8x8 Inc,35.64 (C),09/03/2023,23.35 (D+),52.6% (D-),EGHT,Technology,10/05/2022,"440,887,297.50",1.29
ALTR.OQ,Altair Engineering Inc,35.60 (C),31/03/2023,32.86 (C-),8.3% (D-),ALTR,Technology,23/02/2023,"5,627,998,628.01",1.51
BILL.N,BILL Holdings Inc,35.59 (C),29/03/2023,40.25 (C),-11.6% (D),BILL,Technology,18/08/2022,"7,987,426,042.88",1.97
MAX.N,Mediaalpha Inc,35.43 (C),29/03/2023,26.58 (C-),33.3% (D-),MAX,Technology,23/02/2023,"891,105,042.39",0.91
QMCO.OQ,Quantum Corp,35.25 (C),29/03/2023,24.66 (D+),42.9% (D-),QMCO,Technology,08/06/2022,"106,266,785.39",1.98
SCWX.OQ,SecureWorks Corp,35.15 (C),29/03/2023,29.41 (C-),19.5% (D-),SCWX,Technology,23/03/2023,"738,139,381.14",0.98
TSP.OQ,TuSimple Holdings Inc,35.02 (C),29/03/2023,,,TSP,Technology,09/02/2022,"282,134,446.25",2.89
YEXT.N,Yext Inc,34.97 (C),29/03/2023,44.01 (C+),-20.5% (D),YEXT,Technology,07/03/2023,"1,013,469,167.70",1.19
RXT.OQ,Rackspace Technology Inc,34.91 (C),29/03/2023,,,RXT,Technology,22/02/2023,"376,735,910.19",1.5
MPWR.OQ,Monolithic Power Systems Inc,34.91 (C),31/03/2023,33.04 (C-),5.7% (D-),MPWR,Technology,08/02/2023,"22,404,121,050.00",1.14
INOD.OQ,Innodata Inc,34.86 (C),29/03/2023,30.09 (C-),15.9% (D-),INOD,Technology,24/02/2023,"209,099,394.63",2.09
PRTH.OQ,Priority Technology Holdings Inc,34.80 (C),29/03/2023,14.94 (D),132.9% (D-),PRTH,Technology,23/03/2023,"308,857,282.34",0.85
PCOR.N,Procore Technologies Inc,34.50 (C),29/03/2023,,,PCOR,Technology,16/02/2023,"7,624,146,448.08",1.66
NTNX.OQ,Nutanix Inc,34.42 (C),29/03/2023,21.68 (D+),58.8% (D-),NTNX,Technology,31/08/2022,"5,849,411,350.32",1.36
MLNK.N,Meridianlink Inc,34.40 (C),29/03/2023,,,MLNK,Technology,01/03/2023,"1,358,588,285.76",0.92
TLS.OQ,Telos Corp,34.24 (C),09/03/2023,32.20 (C-),6.3% (D-),TLS,Technology,16/03/2023,"169,665,098.90",1.08
CCSI.OQ,Consensus Cloud Solutions Inc,33.73 (C),29/03/2023,,,CCSI,Technology,22/02/2023,"691,263,429.92",0.82
IVAC.OQ,Intevac Inc,33.72 (C),29/03/2023,34.84 (C),-3.2% (D),IVAC,Technology,01/02/2023,"184,198,226.94",0.68
TDS.N,Telephone and Data Systems Inc,33.50 (C),29/03/2023,23.31 (D+),43.7% (D-),TDS,Technology,16/02/2023,"1,166,163,484.96",1.04
APPS.OQ,Digital Turbine Inc,33.46 (C),29/03/2023,36.33 (C),-7.9% (D),APPS,Technology,31/05/2022,"1,212,188,048.76",2.46
VERI.OQ,Veritone Inc,33.35 (C),29/03/2023,28.92 (C-),15.3% (D-),VERI,Technology,02/03/2023,"188,637,484.32",3.14
360.AX,Life360 Inc,33.24 (C-),09/03/2023,26.89 (C-),23.6% (D-),360,Technology,16/03/2023,"627,169,376.79",1.68
SEAC.OQ,SeaChange International Inc,33.18 (C-),09/03/2023,27.93 (C-),18.8% (D-),SEAC,Technology,05/04/2023,"23,589,045.26",1.02
NCNO.OQ,nCino Inc,33.14 (C-),31/03/2023,,,NCNO,Technology,28/03/2023,"2,712,790,803.50",1.56
SSNC.OQ,SS&C Technologies Holdings Inc,33.10 (C-),29/03/2023,20.02 (D+),65.3% (D-),SSNC,Technology,07/02/2023,"14,041,851,220.80",1.42
NFLX.OQ,Netflix Inc,33.08 (C-),29/03/2023,28.27 (C-),17.0% (D-),NFLX,Technology,19/01/2023,"151,119,521,500.08",1.28
ICHR.OQ,Ichor Holdings Ltd,32.92 (C-),29/03/2023,35.42 (C),-7.1% (D),ICHR,Technology,07/02/2023,"857,968,677.15",1.96
GPRO.OQ,GoPro Inc,32.76 (C-),29/03/2023,29.34 (C-),11.7% (D-),GPRO,Technology,02/02/2023,"743,460,302.40",1.39
INFA.N,Informatica Inc,32.69 (C-),29/03/2023,,,INFA,Technology,08/02/2023,"4,504,154,562.18",1.51
ARLO.N,Arlo Technologies Inc,32.67 (C-),29/03/2023,26.62 (C-),22.7% (D-),ARLO,Technology,07/03/2023,"584,205,059.56",1.64
AOSL.OQ,Alpha and Omega Semiconductor Ltd,32.59 (C-),09/03/2023,34.09 (C),-4.4% (D),AOSL,Technology,10/08/2022,"695,207,911.00",2.5
INST.N,Instructure Holdings Inc,32.57 (C-),29/03/2023,,,INST,Technology,13/02/2023,"3,657,248,077.20",0.94
PCTY.OQ,Paylocity Holding Corp,32.54 (C-),29/03/2023,29.15 (C-),11.6% (D-),PCTY,Technology,04/08/2022,"10,463,514,491.16",1.09
LSCC.OQ,Lattice Semiconductor Corp,32.53 (C-),31/03/2023,36.90 (C),-11.8% (D),LSCC,Technology,13/02/2023,"12,268,801,706.16",1.28
CARG.OQ,CarGurus Inc,32.40 (C-),29/03/2023,23.08 (D+),40.4% (D-),CARG,Technology,28/02/2023,"1,979,182,669.84",1.63
IRDM.OQ,Iridium Communications Inc,32.29 (C-),29/03/2023,33.04 (C-),-2.3% (D),IRDM,Technology,16/02/2023,"7,718,435,260.50",1.1
ONTF.N,ON24 Inc,32.26 (C-),31/03/2023,28.43 (C-),13.4% (D-),ONTF,Technology,28/02/2023,"408,374,573.04",1.29
GNSS.OQ,Genasys Inc,32.17 (C-),29/03/2023,33.94 (C),-5.2% (D),GNSS,Technology,30/11/2022,"109,532,713.12",0.31
RVYL.OQ,Ryvyl Inc,31.65 (C-),31/03/2023,20.10 (D+),57.5% (D-),RVYL,Technology,31/03/2022,"19,362,537.09",2.65
VRNS.OQ,Varonis Systems Inc,31.53 (C-),29/03/2023,31.09 (C-),1.4% (D-),VRNS,Technology,06/02/2023,"2,719,460,161.04",0.89
AMBA.OQ,Ambarella Inc,31.46 (C-),29/03/2023,32.02 (C-),-1.7% (D),AMBA,Technology,28/02/2023,"2,811,478,135.77",1.51
FROG.OQ,Jfrog Ltd,31.19 (C-),31/03/2023,24.08 (D+),29.6% (D-),FROG,Technology,08/02/2023,"2,113,149,767.25",1.4
EVBG.OQ,Everbridge Inc,31.12 (C-),29/03/2023,29.46 (C-),5.7% (D-),EVBG,Technology,22/02/2023,"1,280,770,737.88",0.82
TTGT.OQ,TechTarget Inc,31.08 (C-),29/03/2023,34.07 (C),-8.8% (D),TTGT,Technology,09/02/2023,"1,029,821,945.92",0.98
PDFS.OQ,PDF Solutions Inc,31.08 (C-),29/03/2023,33.74 (C),-7.9% (D),PDFS,Technology,16/02/2023,"1,557,175,052.30",1.43
OSPN.OQ,OneSpan Inc,31.03 (C-),29/03/2023,33.12 (C-),-6.3% (D),OSPN,Technology,28/02/2023,"706,423,399.50",0.92
BASE.OQ,Couchbase Inc,30.99 (C-),29/03/2023,,,BASE,Technology,07/03/2023,"634,943,065.92",1.88
AVNW.OQ,Aviat Networks Inc,30.79 (C-),09/03/2023,39.39 (C),-21.8% (D),AVNW,Technology,23/08/2022,"384,931,916.58",1.66
JAMF.OQ,Jamf Holding Corp,30.75 (C-),29/03/2023,23.92 (D+),28.5% (D-),JAMF,Technology,28/02/2023,"2,408,848,910.40",1.25
LASR.OQ,nLIGHT Inc,30.57 (C-),29/03/2023,19.29 (D+),58.4% (D-),LASR,Technology,23/02/2023,"434,560,686.30",2.23
EVCM.OQ,EverCommerce Inc,30.29 (C-),29/03/2023,,,EVCM,Technology,15/03/2023,"1,953,676,881.83",1.2
STCN.OQ,Steel Connect Inc,30.28 (C-),29/03/2023,29.79 (C-),1.6% (D-),STCN,Technology,09/11/2022,"66,255,202.01",0.31
DOMO.OQ,Domo Inc,30.13 (C-),29/03/2023,22.34 (D+),34.8% (D-),DOMO,Technology,06/03/2023,"509,000,551.29",2.15
SNX.N,TD Synnex Corp,30.09 (C-),29/03/2023,31.07 (C-),-3.2% (D),SNX,Technology,10/01/2023,"8,777,090,744.56",1.67
GDYN.OQ,Grid Dynamics Holdings Inc,29.93 (C-),29/03/2023,23.30 (D+),28.4% (D-),GDYN,Technology,23/02/2023,"858,333,661.22",0.84
PCYG.OQ,Park City Group Inc,29.86 (C-),29/03/2023,21.94 (D+),36.1% (D-),PCYG,Technology,28/09/2022,"117,479,622.92",1.09
UI.N,Ubiquiti Inc,29.72 (C-),29/03/2023,31.45 (C-),-5.5% (D),UI,Technology,26/08/2022,"15,981,941,958.84",1.28
UPLD.OQ,Upland Software Inc,29.71 (C-),29/03/2023,21.10 (D+),40.8% (D-),UPLD,Technology,23/02/2023,"131,791,718.26",0.88
DDD.N,3D Systems Corp,29.68 (C-),29/03/2023,29.34 (C-),1.2% (D-),DDD,Technology,28/02/2023,"1,254,025,326.06",1.77
REKR.OQ,Rekor Systems Inc,29.35 (C-),29/03/2023,22.37 (D+),31.2% (D-),REKR,Technology,27/03/2023,"67,232,673.20",2.19
KLTR.OQ,Kaltura Inc,29.35 (C-),31/03/2023,,,KLTR,Technology,22/02/2023,"254,821,302.54",0.57
CRWD.OQ,CrowdStrike Holdings Inc,29.21 (C-),29/03/2023,30.49 (C-),-4.2% (D),CRWD,Technology,07/03/2023,"30,148,134,562.70",1.05
ATNI.OQ,ATN International Inc,28.99 (C-),29/03/2023,31.37 (C-),-7.6% (D),ATNI,Technology,22/02/2023,"655,160,893.09",0.4
ASAP.PK,Waitr Holdings Inc,28.91 (C-),29/03/2023,21.94 (D+),31.8% (D-),ASAP,Technology,11/03/2022,"2,947,176.36",0.62
APPN.OQ,Appian Corp,28.71 (C-),31/03/2023,26.48 (C-),8.4% (D-),APPN,Technology,16/02/2023,"3,072,231,970.50",1.63
FUBO.N,Fubotv Inc,28.69 (C-),29/03/2023,22.30 (D+),28.7% (D-),FUBO,Technology,27/02/2023,"230,664,453.80",1.98
HEAR.OQ,Turtle Beach Corp,28.62 (C-),29/03/2023,21.29 (D+),34.4% (D-),HEAR,Technology,13/03/2023,"178,930,116.82",2.11
XELA.OQ,Exela Technologies Inc,28.43 (C-),29/03/2023,26.36 (C-),7.8% (D-),XELA,Technology,03/04/2023,"45,106,823.51",1.71
AI.N,C3.ai Inc,28.31 (C-),31/03/2023,24.68 (D+),14.7% (D-),AI,Technology,01/06/2022,"2,562,870,096.16",2.32
PHUN.OQ,Phunware Inc,28.26 (C-),31/03/2023,25.77 (C-),9.7% (D-),PHUN,Technology,23/03/2023,"74,588,002.67",2.53
PRCH.OQ,Porch Group Inc,28.24 (C-),29/03/2023,14.97 (D),88.7% (D-),PRCH,Technology,14/03/2023,"132,863,791.90",1.3
ADEA.OQ,Adeia Inc,28.22 (C-),31/03/2023,24.62 (D+),14.6% (D-),ADEA,Technology,22/02/2023,"848,154,710.78",1.8
CALX.N,Calix Inc,27.97 (C-),29/03/2023,33.20 (C-),-15.7% (D),CALX,Technology,25/01/2023,"3,686,101,979.12",1.56
EMKR.OQ,EMCORE Corp,27.94 (C-),29/03/2023,28.97 (C-),-3.6% (D),EMKR,Technology,20/12/2022,"60,170,347.35",1.37
RDVT.OQ,Red Violet Inc,27.87 (C-),29/03/2023,24.91 (D+),11.9% (D-),RDVT,Technology,08/03/2023,"227,663,200.24",1.22
DV.N,DoubleVerify Holdings Inc,27.82 (C-),29/03/2023,,,DV,Technology,01/03/2023,"5,101,855,456.12",1.55
PUBM.OQ,PubMatic Inc,27.71 (C-),29/03/2023,25.08 (C-),10.5% (D-),PUBM,Technology,28/02/2023,"733,252,348.52",1.57
GSIT.OQ,GSI Technology Inc,27.69 (C-),29/03/2023,28.58 (C-),-3.1% (D),GSIT,Technology,05/05/2022,"49,370,118.00",0.91
USM.N,United States Cellular Corp,27.39 (C-),29/03/2023,24.68 (D+),11.0% (D-),USM,Technology,16/02/2023,"1,880,734,427.40",0.66
KERN.OQ,Akerna Corp,27.37 (C-),29/03/2023,29.01 (C-),-5.6% (D),KERN,Technology,21/03/2023,"4,671,329.13",2.73
FORA.OQ,Forian Inc,27.34 (C-),31/03/2023,,,FORA,Technology,27/03/2023,"110,051,826.56",1.15
COHR.N,Coherent Corp,27.11 (C-),29/03/2023,27.97 (C-),-3.1% (D),COHR,Technology,24/08/2022,"4,582,988,559.78",1.23
SPT.OQ,Sprout Social Inc,27.03 (C-),29/03/2023,21.53 (D+),25.5% (D-),SPT,Technology,21/02/2023,"2,901,193,747.79",0.91
TTD.OQ,Trade Desk Inc,27.03 (C-),29/03/2023,17.17 (D+),57.4% (D-),TTD,Technology,12/02/2023,"29,864,863,458.30",1.79
MARA.OQ,Marathon Digital Holdings Inc,26.99 (C-),29/03/2023,26.85 (C-),0.5% (D-),MARA,Technology,16/03/2023,"1,334,631,299.40",5
EB.N,Eventbrite Inc,26.96 (C-),29/03/2023,20.81 (D+),29.6% (D-),EB,Technology,28/02/2023,"836,438,064.00",2.56
BIGC.OQ,Bigcommerce Holdings Inc,26.93 (C-),29/03/2023,18.46 (D+),45.9% (D-),BIGC,Technology,23/02/2023,"621,704,499.36",2.34
PI.OQ,Impinj Inc,26.60 (C-),31/03/2023,18.41 (D+),44.5% (D-),PI,Technology,08/02/2023,"3,338,888,342.32",2.24
CNXN.OQ,PC Connection Inc,26.50 (C-),29/03/2023,24.53 (D+),8.0% (D-),CNXN,Technology,09/02/2023,"1,178,553,088.98",0.77
FYBR.OQ,Frontier Communications Parent Inc,26.39 (C-),31/03/2023,27.94 (C-),-5.6% (D),FYBR,Technology,24/02/2023,"5,407,248,161.70",1.16
AYX.N,Alteryx Inc,26.28 (C-),29/03/2023,31.88 (C-),-17.6% (D),AYX,Technology,09/02/2023,"3,743,857,707.00",0.52
SKLZ.N,Skillz Inc,25.99 (C-),31/03/2023,11.61 (D),123.8% (D-),SKLZ,Technology,30/03/2023,"287,418,844.66",2.51
S.N,SentinelOne Inc,25.98 (C-),29/03/2023,,,S,Technology,14/03/2023,"4,805,539,500.15",1.97
ALOT.OQ,AstroNova Inc,25.91 (C-),09/03/2023,29.03 (C-),-10.7% (D),ALOT,Technology,23/03/2023,"102,893,098.00",0.68
ALKT.OQ,Alkami Technology Inc,25.91 (C-),29/03/2023,,,ALKT,Technology,23/02/2023,"1,150,405,441.29",1.5
CCOI.OQ,Cogent Communications Holdings Inc,25.89 (C-),31/03/2023,24.21 (D+),6.9% (D-),CCOI,Technology,23/02/2023,"3,126,312,745.82",0.43
VHC.N,VirnetX Holding Corp,25.75 (C-),29/03/2023,20.28 (D+),27.0% (D-),VHC,Technology,31/03/2023,"111,422,454.00",1.16
GAN.OQ,Gan Ltd,25.68 (C-),31/03/2023,20.97 (D+),22.4% (D-),GAN,Technology,30/03/2023,"51,108,014.40",
SCPL.OQ,Sciplay Corp,25.49 (C-),29/03/2023,22.89 (D+),11.4% (D-),SCPL,Technology,01/03/2023,"2,087,140,689.92",0.4
WISH.OQ,ContextLogic Inc,25.44 (C-),31/03/2023,31.91 (C-),-20.3% (D),WISH,Technology,23/02/2023,"286,436,518.55",1.81
IBEX.OQ,Ibex Ltd,25.39 (C-),29/03/2023,23.94 (D+),6.0% (D-),IBEX,Technology,22/09/2022,"444,847,012.58",0.71
ANGI.OQ,Angi Inc,25.32 (C-),29/03/2023,22.53 (D+),12.4% (D-),ANGI,Technology,13/02/2023,"1,090,331,133.12",1.66
INTA.OQ,Intapp Inc,25.27 (C-),09/03/2023,19.58 (D+),29.0% (D-),INTA,Technology,07/09/2022,"2,877,118,914.52",1.18
SNPO.OQ,Snap One Holdings Corp,25.01 (C-),29/03/2023,,,SNPO,Technology,14/03/2023,"653,945,154.72",1.36
0US7.L,Pareteum Corp,24.97 (D+),29/03/2023,7.59 (D-),228.7% (D-),0US7,Technology,17/06/2021,"14,269.72",1.09
MARK.OQ,Remark Holdings Inc,24.86 (D+),29/03/2023,19.63 (D+),26.6% (D-),MARK,Technology,31/03/2022,"15,951,770.64",2.84
FORM.OQ,FormFactor Inc,24.82 (D+),29/03/2023,26.07 (C-),-4.8% (D),FORM,Technology,08/02/2023,"2,287,215,943.60",1.25
FSLY.N,Fastly Inc,24.76 (D+),29/03/2023,22.02 (D+),12.5% (D-),FSLY,Technology,15/02/2023,"1,973,796,000.00",1.32
CCLD.OQ,CareCloud Inc,24.70 (D+),31/03/2023,20.02 (D+),23.4% (D-),CCLD,Technology,02/03/2023,"51,923,384.64",0.87
PAR.N,PAR Technology Corp,24.53 (D+),29/03/2023,19.21 (D+),27.7% (D-),PAR,Technology,01/03/2023,"875,731,146.92",1.93
CLSK.OQ,CleanSpark Inc,24.35 (D+),31/03/2023,22.51 (D+),8.2% (D-),CLSK,Technology,14/12/2022,"190,302,715.04",2.38
SSTK.N,Shutterstock Inc,24.29 (D+),29/03/2023,17.59 (D+),38.0% (D-),SSTK,Technology,09/02/2023,"2,559,472,435.53",1.21
AMSWA.OQ,American Software Inc,24.27 (D+),29/03/2023,25.99 (C-),-6.6% (D),AMSWA,Technology,08/06/2022,"425,621,070.00",0.82
NVEC.OQ,NVE Corp,24.16 (D+),29/03/2023,21.83 (D+),10.7% (D-),NVEC,Technology,04/05/2022,"388,639,951.70",1.24
MSTR.OQ,Microstrategy Inc,24.00 (D+),29/03/2023,24.72 (D+),-2.9% (D),MSTR,Technology,02/02/2023,"3,350,294,405.70",2.42
SMSI.OQ,Smith Micro Software Inc,23.97 (D+),29/03/2023,23.18 (D+),3.4% (D-),SMSI,Technology,09/03/2023,"63,957,585.56",1.04
CMBM.OQ,Cambium Networks Corp,23.87 (D+),29/03/2023,30.56 (C-),-21.9% (D),CMBM,Technology,16/02/2023,"467,220,843.96",0.82
RIOT.OQ,Riot Platforms Inc,23.63 (D+),29/03/2023,36.12 (C),-34.6% (D),RIOT,Technology,02/03/2023,"1,529,530,589.52",4.26
PWFL.OQ,PowerFleet Inc,23.54 (D+),31/03/2023,19.83 (D+),18.7% (D-),PWFL,Technology,09/03/2023,"110,681,114.94",1.47
BAND.OQ,Bandwidth Inc,23.44 (D+),29/03/2023,21.43 (D+),9.3% (D-),BAND,Technology,23/02/2023,"363,499,210.55",1.29
DDOG.OQ,Datadog Inc,23.14 (D+),29/03/2023,20.78 (D+),11.3% (D-),DDOG,Technology,16/02/2023,"21,058,555,597.53",0.97
LILA.OQ,Liberty Latin America Ltd,23.00 (D+),29/03/2023,15.07 (D),52.6% (D-),LILA,Technology,22/02/2023,"1,736,801,252.51",1.31
DAKT.OQ,Daktronics Inc,22.89 (D+),31/03/2023,24.47 (D+),-6.4% (D),DAKT,Technology,08/06/2022,"241,877,672.96",1.22
PXLW.OQ,Pixelworks Inc,22.42 (D+),29/03/2023,17.06 (D+),31.4% (D-),PXLW,Technology,09/02/2023,"79,080,349.54",1.93
LTRPA.OQ,Liberty Tripadvisor Holdings Inc,22.41 (D+),29/03/2023,20.41 (D+),9.8% (D-),LTRPA,Technology,17/02/2023,"130,575,842.40",2.3
VMEO.OQ,Vimeo Inc,22.29 (D+),31/03/2023,,,VMEO,Technology,27/02/2023,"616,551,272.30",1.56
IMMR.OQ,Immersion Corp,22.25 (D+),31/03/2023,20.99 (D+),6.0% (D-),IMMR,Technology,22/02/2023,"271,162,185.28",1.47
AIRG.OQ,Airgain Inc,22.14 (D+),29/03/2023,16.71 (D+),32.5% (D-),AIRG,Technology,09/03/2023,"57,791,105.50",0.96
IDT.N,IDT Corp,21.84 (D+),29/03/2023,21.31 (D+),2.5% (D-),IDT,Technology,06/10/2022,"841,875,809.82",1.05
DZSI.OQ,DZS Inc,21.62 (D+),29/03/2023,20.51 (D+),5.4% (D-),DZSI,Technology,16/02/2023,"238,765,064.37",1.32
CODA.OQ,Coda Octopus Group Inc,21.42 (D+),29/03/2023,22.97 (D+),-6.8% (D),CODA,Technology,30/01/2023,"83,863,470.87",1.1
INSG.OQ,Inseego Corp,21.36 (D+),29/03/2023,22.60 (D+),-5.5% (D),INSG,Technology,01/03/2023,"61,831,512.09",1.57
NLST.PK,Netlist Inc,21.27 (D+),29/03/2023,15.51 (D),37.1% (D-),NLST,Technology,21/02/2023,"741,900,118.05",1.24
AKTS.OQ,Akoustis Technologies Inc,21.10 (D+),31/03/2023,18.24 (D+),15.7% (D-),AKTS,Technology,12/09/2022,"220,387,585.88",1.71
SKYT.OQ,Skywater Technology Inc,21.07 (D+),29/03/2023,,,SKYT,Technology,13/02/2023,"439,496,507.45",2.57
PSTG.N,Pure Storage Inc,20.18 (D+),29/03/2023,19.61 (D+),2.9% (D-),PSTG,Technology,01/03/2023,"7,892,120,611.62",1.22
ASYS.OQ,Amtech Systems Inc,19.74 (D+),29/03/2023,24.71 (D+),-20.1% (D),ASYS,Technology,30/11/2022,"127,614,159.40",1.56
WRAP.OQ,Wrap Technologies Inc,19.67 (D+),09/03/2023,15.30 (D),28.5% (D-),WRAP,Technology,01/03/2023,"66,836,153.70",1.57
OUST.N,Ouster Inc,19.64 (D+),31/03/2023,,,OUST,Technology,23/03/2023,"258,877,516.64",1.93
EVER.OQ,EverQuote Inc,19.37 (D+),29/03/2023,17.13 (D+),13.1% (D-),EVER,Technology,27/02/2023,"447,039,502.20",1.23
SSYS.OQ,Stratasys Ltd,19.25 (D+),29/03/2023,17.95 (D+),7.2% (D-),SSYS,Technology,02/03/2023,"1,066,881,028.50",1.41
ATEX.OQ,Anterix Inc,19.20 (D+),29/03/2023,20.42 (D+),-6.0% (D),ATEX,Technology,20/05/2022,"643,239,437.40",0.63
ATUS.N,Altice USA Inc,19.19 (D+),31/03/2023,11.28 (D),70.1% (D-),ATUS,Technology,22/02/2023,"1,505,028,930.90",1.37
AXTI.OQ,AXT Inc,19.17 (D+),29/03/2023,14.93 (D),28.4% (D-),AXTI,Technology,16/02/2023,"167,739,525.80",2.09
SITM.OQ,SiTime Corp,19.13 (D+),29/03/2023,20.07 (D+),-4.7% (D),SITM,Technology,01/02/2023,"2,823,381,282.40",1.88
MVIS.OQ,MicroVision Inc,17.89 (D+),29/03/2023,14.20 (D),26.0% (D-),MVIS,Technology,28/02/2023,"431,283,140.75",3.21
SATS.OQ,EchoStar Corp,17.83 (D+),29/03/2023,20.13 (D+),-11.4% (D),SATS,Technology,22/02/2023,"1,501,563,137.16",0.73
ACMR.OQ,ACM Research Inc,17.42 (D+),29/03/2023,14.85 (D),17.4% (D-),ACMR,Technology,24/02/2023,"663,301,129.92",1.15
VOXX.OQ,VOXX International Corp,16.90 (D+),29/03/2023,17.36 (D+),-2.7% (D),VOXX,Technology,16/05/2022,"292,666,915.80",1.39
TRLh.V,Trilogy International Partners Inc,16.56 (D),31/03/2023,12.74 (D),29.9% (D-),TRL.H,Technology,30/03/2023,"18,768,663.14",1.41
GOGO.OQ,Gogo Inc,16.33 (D),29/03/2023,12.29 (D),32.8% (D-),GOGO,Technology,28/02/2023,"1,852,138,740.32",1.29
